untiID,Чему вы научились в рамках курса?
1054039,"Изучила требования нормативных документов к обечспечению защиты персональных данных в Ис, научилась моделировать угрозы персональным данным."
1056683,Научилась разрабатывать политику управления обезопасностью персональных данных.
1044573,Современные данные по кибербезопасности объектов и информационных систем.
1053935,"Познакомился с вопросами криптографии, изучил порядок использования цифровой подписи."
1057229,Особенно понравился раздел по защите персональных данных.
1045204,Узнала много новой и полезной  информации в сфере кибербезопасности и защиты персональных данных. 
1027165,"Основным направлениям в защите информации, нормативно-провавой базе в области защиты информации, средствам защиты персональных данных и атоматизированных систем, эксплуатации защищенных автоматизированных систем, категорированию объектов критической информационной инфраструктуры РФ"
1052306,"Изучила законодательство РФ в области информационной безопасности, защиты конфиденциальной информации и персональных данных."
1054062,"Узнал требования законодательства к обеспечению безопасности персональных данных  в информационных системах. Модели угроз, методы обеспечения защиты персональных данных."
1055389,"Новым приемам работы с группами в социальных сетях, анализировать сайты на предмет их привлекательности для клиентов"
113766,"Анализировать сайты, использовать ВК для продвижения, изучил основные концепции цифрового маркетинга"
528985,Оформлять страницу для привлечения клиентов
998398,Цифровой маркетинг-это $$$
1056785,Использовать соцсети для привлечения покупателей
730904,Как улучшить сайт для увеличения продаж.
1057050,"Создавать группы ВК, сайты, создавать и размещать контекстную рекламу"
369694,"Изучил множество различных гипотез, научился находить подходы к нерациональному мышлению"
1056851,Создавать группы для продвижения товара
351757,"Работать с сайтом и группами в социальных сетях, чтобы лучше продавались товраы и услуги."
1045523,Научиласб работать с группой в ВК.
1051138,Научилась создавать группы ВК и создавать сайты
1057223,Пользоваться соц сетями для маркетинга
1041355,Создавать группы в соцсетях для увеличения продаж.
954133,Оптимизировать сайт для улучшения продаж.
125147,полностью освоил заявленную программу курса
1039866,"Работать с группой, чтобы поддерживать интерес к фирме, улучшать содержание сайта."
1054868,Научился создавать контекстную рекламу и размещать ее на ресурсах
1042355,Много полезного для повышения объемов продаж с помощью цифрового маркетинга.
1033370,Информация об анализе сайта очень нужная.
1054654,"Научился создавать контекстную рекламу, сайты"
1054590,"Работе в социальных сетях, ведению группы."
1040493,использовать контекстную рекламу для бизнеса.
1051277,Приемам размещения контекстной рекламы.
1050937,Для работы формированию контекстной рекламы.
1046332,Как работать в соцсетях и анализировать сайты.
1056094,"научилась создавать группы в ВК, их заполнять; оценивать эффективность сайта; узнала много новых понятий, теорий"
1046071,Оформлять страницу для привлечения клиентов
1045366,Как вести группу в соцсетях.
72723,"Оптимизации сайта, оценке эффективности его использования."
1048872,"Сайты мне как-то более или менее знакомы, но вот создание групп в соцсетях и другие навыки работы в соцсетях было интересно узнать. Очень интересный модуль по поведенческой экономике. Сложный, признаюсь, но интересный. "
1051980,"Научилась использованию групп в соцсетях для привлечения клиентов, поддержанию связи с ними."
1056738,"Многое было известно, но научился работать в соцсетях более эфективно."
1056595,Создавать свою группу в социальной сети
1045077,"Использовать свою группу в социальной сети, анализировать сайт, оценивать его эффективность."
1054484,работе с сайтом для увеличения продаж
1020758,как создать и вести группу в ВК.
1057180,как работать в социальной сети ВК.
1006189,"Оптимизации и анализу сайтов, работе с группами в социальных сетях."
1055419,"Узнала много новой информации, но нужно ее использовать для конкретных ситуаций."
1040639,научился создавать группу в социальных сетях; использовать таргетированную рекламу в социальных сетях; испольовать мессенджер-маркетинг и многое другое
1000194,Использовать контекстную рекламу и соцсети для работы.
1056155,"Научилась создавать группу, общаться и поддерживать интерес клиентов к предприятию."
888982,"Проводить аудит сайта, создавать и оформлять сообщество в социальных сетях."
953941,"создавать группы вК, сайты, разбираться в эффективности сайтов"
1046832,Очень понравилось работать с группой в соцсети ВК.
1044613,"Узнала о группах, их использовании для целей компании, научилась оценивать отдачу от сайта."
994157,Узнал принципы оптимальной работы с сайтом.
1051822,Как оценивать эффективность работы сайта.
1044955,"Узнала, что такое таргетированная реклама в соцсетях, научилась анализировать сайт."
1056934,Использовать технологии цифрового маркетинга в разных ситуациях.
1039665,Высчитывать конверсию в адвордс
1051929,Оценивать эффективность сайта.
957499,"Создавать группу в социальной сети, делать дизайн с помощью сервиса canva.com"
1045101,Размещать контекстную рекламу в соцсетях.
1039869,"Анализировать сайт компании, проводить оценку конверсии сайта, создавать группу в соцсетях."
1013152,как вести группу в социальной сети ВК
1049355,Узнала рекомендации по работе сайта и групп в соцсетях для увеличения отдачи для бизнеса.
1053381,"Ознакомилась с направлениями и инструментами маркетинга. Очень полезно было узнать про инструменты Digital- маркетинга, про их эффективность в продвижении контента, проведении анализа с целью увеличения охвата целевой аудитории, соответственно продаж и прибыли.  "
1054469,Оформлять группу в соцсетях в canva.com
1056124,Изучила вопросы оптимизации сайта с целью привлечения клиентов.
1043528,Создавать группу в соцсети - Вконтакте.
718936,"Узнала о работе групп в соцсетях, как использовать целевую рекламу и другие технологиии цифрового маркетинга."
1044634,Освежил данные по созданию и оформлению групп в вк. И открыл для себя найку нейромаркетинг
1044236,"Узнала о многих новинках, используемых в цифровом маркетинге, попробовала создать группу в социальной сети."
1054296,"Узнала об омноканальных платформах, научилась проводить аудит сайта предприятия."
1052493,"Стала лучше ориентироваться в возможностях интернет-ресурсов, используемых в маркетинговых целях"
1055614,О использовании групп в ВК для рекламных целей и другую полезную информацию.
1045079,"Узнала много о технологиях цифрового маркетинга, научилась создавать группу в социальной сети - В Контакте."
985228,как использовать сайт и оценивать его эффективность
1057139,"Оценивать сайт организации, чтобы он был более продуктивным, больше клиентов совершали покупку."
1049125,"Понял, что такое конверсия сайта. Научился оценивать работу сайта и делать его лучше."
1041094,"Узнала много нового и интересного, научилась оформлять группу с социальной сети."
20052,заполнять тесты
1051405,Как использовать сайт для увеличения заказов.
1055951,Научилась оформлять сообщество в социальных сетях.
1012780,"Узнала много интересного о продаже и продвижении товара и услуг в сети интернет;научилась создавать ""продающую"" группу Вконтакте; получила информацию, которая позволяет мне рассматривать продажу не как простое действие, а как целый комплекс мероприятий подводящих клиента к выбору и покупки услиги/товара ( т.е. решение проблемы клиента)."
1056121,Узнала про нейромаркетинг и как его используют для воздействия на клиента.
1043582,Узнал про разные возможности цифрового маркетинга. Сформировал группу в социальной сети В Контакте.
1041316,"Научилась поэтапно строить стратегию маркетинга с нуля. Появилось понимание, что важно при выборе инструментов маркетинга для продвижения в интернете, как оценивать эффективность использования этих инструментов. А  также тема про поведенческую экономику оказалась для меня новой."
1046111,"многое бвло известно, но новым оказалась информация про нейромаркетинг и его возможности."
1057177,Создавать группу в социальной сети и оформлять ее с помощью canva.
1038940,интересно было освежить знания и узнать много полезных инструментов
1043111,"делать страничку компании в ВК, узнала много про маркетинг, цифровые технологии"
1031635,Использовать группы в соцсетях для привлечения клиентов.
1050701,Узнал про поведенческую экономику и как использовать ее методы в маркетинге.
1056988,"организовывать продающую группу в контакте, о техническом аватаре."
1043133,как организовать группу ВК и размещать контектную рекламу.
1055890,Изучила современные направления и инструменты развития маркетинга
1042305,получила основные сведения для начала работы с продающей группой в социальных сетях
992692,Научился оформлять страницу в соцсети ВК для привлечения клиентов.
1054254,"Узнала про размещение контекстной рекламы, рекомендации, а также рекомендации по офрмлению страницы группы."
1048794,Открыла для себя несколько направлений для работы
1054546,"Научилась создавать контекстную рекламу, научилась создавать и работать в группе в контакте"
1057192,"Узнал, как созавать группу в соцсети ВК."
1057188,"Возможностям рекламы в интернете, поведенческой экономике"
1054136,Получила представление о работе цифровой рекламы
617635,"Научилась оформлять обложку группы в ВК, работать  с группой (продающей)."
1028056,Научилась создавать группы в социальных сетях по продвижению товара; научилась создавать контекстную рекламу; научилась создавать качественный сайт с высокой конверсией
1037948,"Изучила направления цифрового маркетинга и поведенческой экономики, смогла использовать знания в практических занятиях."
1054218,"Узнала, как создавать группу по интересам в соцсети в Вконтакте."
1049465,научился создавать группу в социальных сетях; использовать таргетированную рекламу в социальных сетях; испольовать мессенджер-маркетинг 
1047772,"Узнала, как создавать группу в социальной сети."
1032087,научилась создавать группу в социальных сетях
1057267,"Изучила вопросы, связанные с размещением контекстной рекламы, работой в соцсетях."
1057049,как привлекать клиентов с помощью интсрументов цифрового маркетинга.
109646,"В рамках курса были изучены теоретические основы маркетинга, цифровой маркетинг, средства цифровых маркетинговых коммуникаций, виды цифрового маркетинга, маркетинг в медиасетях, электронная коммерция и торговля, маркетинговые исследования в медиапространстве, управление цифровым маркетингм и электронной коммерцией."
1006090,Построению диаграмм
983270,Методологиям
1036989,Много новых понятий для себя
1055743,"IDEF0, IDEF3"
1005227,Visio
990071,Основам программы Visio
1013660,Теории по интернету вещей
983007,Visio
993242,Cтроить диаграммы
551634,базовой работе с программой  AutoCad
974064,базовой работе с программой  AutoCad
924126,базовой работе с программой  AutoCad
991661,Курс помог овладеть начальными знаниями.
1054820,"Большое спасибо вам за вше обучение, я смогла овладеть базовыми навыками работы в AutoCad."
106842,данный курс позволил овладеть базовыми навыками.
1016583,"Базовыми знаниями с программой ознакомилась, было сложно, но интересно!"
977706,базовой работе с программой  AutoCad
1028965,базовой работе с программой  AutoCad
1040170,"Считаю, что данный курс вполне позволил мне овладеть базовыми знаниями работы с Autocad. "
1025115,овладел базовыми знаниями работы с программой AutoCad 
1040006,овладел базовыми знаниями работы с программой AutoCad 
1022708,овладел базовыми знаниями работы с программой AutoCad 
1022564,овладел базовыми навыками
1028963,овладел базовыми навыками
1028971,овладел базовыми навыками
1055377,Данный курс позволил мне освоить базовые функции программы AutoCad. 
365692,Данный курс позволил мне освоить базовые функции программы AutoCad. 
1029917,курс полностью позволяет овладеть базовыми знаниями работы с программой. 
990029,узнало много нового из программы  AutoCad
1056321,овладел базовыми навыками
350254,закрепил знания по работе в автокад
350254,данный курс позволил закрепить знания. 
976659,данный курс позволил овладеть примитивными знаниями работы с программой AutoCad.
1008662,овладел базовыми навыками
984240,овладел базовыми навыками
995033,овладел базовыми навыками
1005418,овладел базовыми навыками
1007868,овладел базовыми навыками
1056471,овладел базовыми навыками
1044480,овладел базовыми навыками
1053114,овладел базовыми навыками
988858,овладел базовыми навыками
998890,овладел базовыми навыками
1000518,овладел базовыми навыками
999072,овладел базовыми навыками
1004074,овладел базовыми навыками
1017363,мною получены и применены базовые знания о проектировании в AutoCAD.
1045890,курс мне позволил овладеть базовыми навыками.
349850,курс мне позволил овладеть базовыми навыками.
1043653,курс мне позволил овладеть базовыми навыками.
1033203,курс мне позволил овладеть базовыми навыками.
1034723,курс мне позволил овладеть базовыми навыками.
999781,курс мне позволил овладеть базовыми навыками.
532451,курс мне позволил овладеть базовыми навыками.
1009311,"Базовыми навыками работы с программой овладел, получил дополнительные знания в области построения чертежей и работы с графикой."
897863,"Базовыми навыками работы с программой овладел, получил дополнительные знания в области построения чертежей и работы с графикой."
979950,курс мне позволил овладеть базовыми навыками.
1002487,курс мне позволил овладеть базовыми навыками.
1043763,курс мне позволил овладеть базовыми навыками.
1015435,курс мне позволил овладеть базовыми навыками.
993851,В рамках курса овладел программой 
985576,Курс дал мне базовые знания cad программы
1047400,Получила базовые знания Cad программы
989535,Основным командам AutoCad
1003307,Я получил общие представления о работе в системе КАД
709922, Я овладела базовыми знаниями работы Cad программы
1051082,Данный курс помог мне научиться  проектировать простейшие модели необходимые для реализации моих творческих задумок
1031568,Базовые знания по программе Autocad получены.
403716,"В данном курсе я изучил все , чему хотел"
1015401,Освоила базовые навыки для работы AutoCad
1054316,"Данный курс позволил мне овладеть необходимыми знаниями, усвоить преподаваемый материал"
36900,Обновил имеющиеся знания
708498,Овладела всесторонними навыками 2d и 3d работы в программе AutoCAD
988313,Данный курс позволил мне освоить базовые навыки работы в программе.
994846,"С этим курсом я получила базу, которая позволит продолжить изучать программу самостоятельно"
714242,"Курс был полезен, но нет ощущения, что я овладела процессом и навыками, надо еще много тренироваться в Autocad, всё приходит с опытом."
1008744,Я овладела базовыми знаниями работы в AutoCad
902128,"Я получила начальные знания и умения, что дает мне возможность дальше развиваться в этой области"
1017206,"Я считаю, что овладела базовыми знаниями Cad программы, теперь могу продолжить изучать работу в этой программе более расширенно или углубленно"
1007725,Курс позволил мне овладеть базовыми знаниями работы Cad программы с нуля.
982476,Научилась работать с программой AutoCad
1053931,Разобралась с последовательностью работы в программе AutoCad
991744,Я научился работать с Cad программой
973963,Курс позволил мне расширить старые знания и овладеть новыми
416879,Разобралась в работе с программой
1056386,"данный курс позволил овладеть базовыми знаниями, научилась работать с программой"
341293,Чертить и создавать 3d модели
1012358,Обучился построению и редактированию чертежей и 3D моделей.
975419,"Узнала много нюансов, которые  необходимо учитывать при работе с AutoCad. Узнала много нового."
1056385,Узнала основные понятия и интерфейс программы Auto Cad. Научилась редактировать объекты чертежа в AutoCad.
1038148,"Курс помог мне разобраться с программой, узнала много нового"
573495,Научилась создавть 3d модели
1054440,Работать с приказами и законами
1056144,Повысили свою квалификацию в области защиты персональных данных 
1055828,практическому применению законов РФ
1042822,Для меня наиболее ценны были практические занятия и теория по части порядка аттестации и классификации (определению уровней защищенности) ИСПДн
985805,Получила знания в области защиты персональных данных
720659,"Ознакомился с документами национальной системы стандартизации, действующими в области защиты информации"
991796,"Обеспечению безопасности обработки, хранения и защиты персональных данных в соответствии с требованиями действующего законодательства РФ"
952746,"Познакомилась с большим количеством нормативных документов по теме и организациях, которые следят за обработкой перс данных, узнала подробности об аттестации, много мероприятий по обеспечению правомерности и конфиденциальности обработки перс данных, интересно было узнать о способах снижения рисков утечки персональных данных"
1038068,"Ознакомились с нормативными правовыми и организационными основами обеспечения безопасности персональных данных, научились планировать необходимые мероприятия для обеспечения безопасности персональных данных, обосновывать и задавать требования по обеспечению безопасности персональных данных в информационных системах персональных данных, определять состав и содержание мер по обеспечению безопасности персональных данных при их обработке, разрабатывать необходимые документы в интересах организации работ по обеспечению безопасности персональных данных"
457200,"Защита ПДн достаточно сложный процесс, регламентирумый большим количеством нормативных документов. В рамках курса были рассмотрены эти документы. Мы научились определять уровень защищенности ИСПДн, определять актуальность угроз и многое другое."
990200,"Изучил нормативные, правовые и организационные основы обеспечения безопасности РФ"
1055617,"Определять уровень защиты персональных данных, выявлять угрозы безопасности персональных данных в информационных системах персональных данных
"
902792,Многому
979875,Анализу данных
984461,Понятиям в области обработки данных
915127,Работе с Excel
980707,Статистическому анализу
571928,Анализу в Excel
1008105,Работе с таблицами
997657,Получила базовые знания в обработке данных
1028731,Стат. анализу
1000336,Работе в Эксель
1055597,Обработке данных
1056611,Нахождению статистических функций
978767,Подготовке данных для обработки
981087,Таблицам в Excel
994491,Статистическим расчетам
978714,Анализу данных
978427,Базовые знания
1044878,Полезной для меня теории
567853,Методам работы с большими данными
875457,Основам стат.рпассчетов
1018158,Рассчетам данных
977545,Excel
742640,работе с таблицами
975805,Формалам в Excel
875689,Интересно позиционирование курса на практическую часть и уход от типичного в таких курсах упора на программирование в пользу такого массового инструмента как ВордПресс
975147,Изучила основы разработки и веб-дизайна
992465,Научилась создавать и настраивать веб-страницы
484045,Общему представлению о структуре программирования сайтов и работе с WordPress.
989550,настройке и разработке сайта
913259,Разработке сайта
973486,"начала ориентироваться в языке HTML, получила важную и нужную базу знаний для создания собственного сайта"
987349,"Научилась создавать веб - сайт, познакомилась с новыми ресурсами, которые необходимы. Конечно, ещё предстоит многому научиться, ведь это только Start."
1006972,"Быть ещё более внимательной, ещё более терпеливой. Я узнала столько много нового и интересного... Я научилась создавать сайты... Понимать их...Я знаю, предела совершенства нет..."
1053395,"Получила понятие по программированию сайта, сделала первые шаги по созданию сайта, написание алгоритмов."
921357,Создавать макеты сайтов
980685,"создавать HTML страницы, работать на WordPress, понимать на что нужно обращать внимание при создании сайта"
1009115,"Использовать код HTML/CSS, также создавать сайты на WordPress."
706455,"Получила навыки по разработке и дизайну веб страниц, их формированием и что в них входит"
985085,Научился делать сайт на Вордпресс
546616,Создавать и редактировать сайт
986482,Разработке сайта
1052811,"Я, за время обучения научилась работать с HTML кодами, работе с версткой страниц и т.д. А самое главное, я давно хотела познакомится и научиться работать в WordPress."
973087,Пока трудно сказать. Буду пробовать создать что-то работающее и полезное.
976561,Созданию сайта
1008414,"Написанию кода, созданию сайта"
987695,работать с CMS WordPress
978675,В основном только повторила ранее уже изученный материал и углубила теоретическую часть
986490,Создавать и редактировать сайт
976272,"Создавать сайт,  редактировать сайт, писать код"
1012963,"1) Какие бывают протоколы сайта, как они работают и чем отличаются. 2) Как просматривать исходные данные сайта, на что влияет скорость загрузки сайта, при помощи каких инструментов можно мониторить скорость загрузки и как ее можно улучшить. 3) Познакомилась с понятием ""материальный дизайн"", его целями, принципами, базовыми элементами, цветовыми схемами. 4) Познакомилась с понятием ""многостраничный сайт"", этапы его создания, к каким сайтам применимо данное понятие. 5) Узнала в чем разница между UI (дизайном интерфейса) и UX (дизайн пользовательского опыта) дизайном, узнала важные моменты, которые необходимо учитывать при создании удобного интерфейса. 6) Узнала, что сайт можно создать при помощи шаблона, в интернете есть бесплатные и платные шаблоны, на что обращать внимание при выборе шаблона. Познакомилась с особенностями такого сайта, его преимуществами и недостатками. 7) Научилась основам HTML и СSS (созданию каркаса сайта, основным тегам и атрибутам, селекторам и свойствам) 8) Познакомилась с понятиями ""хостинг"" и ""домен"", с процессом установки собственного сервера. 9) Познакомилась с CMS WordPress - процессом установки, подключением к OpenServer, его возможностями настройки (основные и расширенные). 10) Узнала как устанавливать темы и плагины, создавать страницы, рубрики, как делать резервное копирование страницы 11) Правилах безопасности работы с ПК."
546617,Выполнять разработку и дизайн сайтов
1053534,Анализировать строение сайтов.Строить скелет сайта.Немного начала понимать язык программирования.Ознакомилась с программой WORDPRESS.
972609,"Ознакомился с вариантами организации клиент-серверной архитектуры, научился способам гипертекстовой разметки страниц сайтов с использованием каскадных таблиц стилей и методам работы в программе WordPress"
546309,Создавать и редактировать сайт
961573,В рамках курса изучил основы постройки каркаса сайта с помощью языка гипертекстовой разметки HTML и основы визуального оформления сайта с помощью языка таблицы стилей CSS
1019822,"Основам CSS, основным принципам работы в WordPress, азам верстки и администрирования вэб сайта."
986279,"Я, за время обучения научилась работать с HTML кодами, работе с версткой страниц и т.д. А самое главное, я давно хотела познакомится и научиться работать в WordPress."
998343,Теперь имею представление о структуре сайтов. Могу сама создать.
987157,Создавать сайт
976537,"Создавать, настраивать и редактировать сайт"
654966,Создавать и редактировать сайт
971964,Создавать сайт
997413,Начальной разработке сайта
977778,"Главное чему я научилась - пользоваться инструментом WordPresss. Мне понравилось, что сразу видно результат."
254481,"В рамках курса я закрепила знания о клиент-серверной структуры, научилась работать с панелью разработчика. Познакомилась с современными тенденциями в разработке сайтов. Провела анализ шаблонов сайтов. Также получила практические навыки в создании структуры гипертекстового документа на основе HTML разметки, в современных способах управления контентом в сети Интернет, правилами его использования. Познакомилась с WordPress."
989810,Веб-дизайну. Проектированию веб-страниц.
1024952,"Узнала, что такое теги и как работать с вордпресс."
986849,"Созданию сайта, его настройке и написанию кода"
1053901,"Просто и доступно объяснено, с чего начать, как поставить программы (и какие вообще программы понадобятся). Как раз для новичков, которые не знают, с чего начать. Также научилась использовать основные элементы языка HTML, его логике, ""что и для чего тут делать""."
986657,"В рамках курса были изучены первоначальные теоретические знания по разработке сайта, а раздел 4 полностью посвящен практике, что очень удобно"
981072,Работе в WordPress. Верстку и стили знал ранее.
1004475,Изучены основы HTML. Навыки работы с WordPress.
836287,приобрёл первичные навыки
593021,Обращаться с CMS WordPress
1050807,"Графическому дизайну веб страниц, вёрстке страниц, управлению контентом"
963647,Созданию сайта
994627,"основам графического дизайна веб страниц, верстке страниц, работе wordpress"
978897,"Получила первичные навыки, совсем ничено не знала"
977275,Созданию сайта
55952,"Основам видеомонтажа, работе в Adobe Premier"
55952,"Основам видеомонтажа, работе в Adobe Premier"
670442,работать на abode premiere
1049952,"Осуществлять монтаж аудио и видеофрагментов с учетом положения съемки, освещения, синхронизировать фрагменты, корректировка звука и видео"
1049952,"Создавать видеоролики,  монтировать, работать со звуком."
405518,"Создавать видеоролики,  монтировать, работать со звуком."
405518,"Курс позволяет себя почувствовать художником в видеодизайне. Во время его изучения возникает масса идей, которые можно начать реализовывать прямо после окончания курса."
976390,Делать простой монтаж в Adobe Premiere Pro
976390,"Сформировался интерес к изучаемой области, который подтолкнул к более детальному самостоятельному изучению."
1015711,"Сформировался интерес к изучаемой области, который подтолкнул к более детальному самостоятельному изучению."
1015711,"Выполнять монтаж видео по принципам монтажа в Adobe Premiere Pro, создавать сюжеты, работать с титрами, синхронизировать звук с видеоматериалом, выставлять технические требованию к готовому фильму и таймлинии."
1054981,"Познакомилась с новой для меня программой, научилась компоновать аудио и видео кусочки для составления сюжета."
1054981,"Познакомилась с новой для меня программой, научилась компоновать аудио и видео кусочки для составления сюжета."
1054003,Видеомонтажу на Adobe Premier
